OBJECTID,Survey,Spp_Name,Number_,Len1,Len2,Len3,Len4,Len5,Len6,Len7,Len8,Len9,Len10,Len11,Len12,Len13,Len14,Len15,Len16,Len17,Len18,Len19,Len20
2777,FKM08080101,Lucania parva,6,23,20,18,12,20,18,,,,,,,,,,,,,,
2778,FKM08080101,Floridichthys carpio,2,12,12,,,,,,,,,,,,,,,,,,
2779,FKM08080101,Syngnathus scovelli,2,121,98,,,,,,,,,,,,,,,,,,
2780,FKM08080102,Acanthostracion quadricornis,2,21,16,,,,,,,,,,,,,,,,,,
2781,FKM08080102,Strongylura notata,1,98,,,,,,,,,,,,,,,,,,,
2782,FKM08080102,Lactophrys trigonus,1,38,,,,,,,,,,,,,,,,,,,
2783,FKM08080102,Eucinostomus gula,23,47,52,52,68,62,67,52,51,58,50,,,,,,,,,,
2784,FKM08080102,Syngnathus scovelli,3,97,105,98,,,,,,,,,,,,,,,,,
2785,FKM08080102,Haemulon sciurus,1,20,,,,,,,,,,,,,,,,,,,
2786,FKM08080102,Eucinostomus jonesii,1,44,,,,,,,,,,,,,,,,,,,
2787,FKM08080102,Syngnathus floridae,1,120,,,,,,,,,,,,,,,,,,,
2788,FKM08080102,Eucinostomus spp.,3,32,32,21,,,,,,,,,,,,,,,,,
2789,FKM08080103,Acanthostracion quadricornis,1,113,,,,,,,,,,,,,,,,,,,
2790,FKM08080103,Stephanolepis hispidus,3,22,31,30,,,,,,,,,,,,,,,,,
2791,FKM08080103,Sphoeroides spengleri,1,65,,,,,,,,,,,,,,,,,,,
2792,FKM08080103,Lagodon rhomboides,2,91,86,,,,,,,,,,,,,,,,,,
2793,FKM08080103,Caranx ruber,10,62,67,45,58,50,60,52,42,57,48,,,,,,,,,,
2794,FKM08080103,Dasyatis americana,1,700,,,,,,,,,,,,,,,,,,,
2795,FKM08080103,Strongylura notata,2,205,164,,,,,,,,,,,,,,,,,,
2796,FKM08080103,Monacanthus ciliatus,2,26,47,,,,,,,,,,,,,,,,,,
2797,FKM08080103,Eucinostomus gula,12,44,50,57,43,50,42,51,47,50,42,,,,,,,,,,
2798,FKM08080103,Haemulon sciurus,6,28,30,35,30,35,45,,,,,,,,,,,,,,
2799,FKM08080103,Lactophrys trigonus,1,32,,,,,,,,,,,,,,,,,,,
2800,FKM08080103,Caranx bartholomaei,1,56,,,,,,,,,,,,,,,,,,,
2801,FKM08080103,Syngnathus scovelli,5,101,115,112,98,117,,,,,,,,,,,,,,,
2802,FKM08080103,Eucinostomus spp.,3,38,29,30,,,,,,,,,,,,,,,,,
2803,FKM08080103,Sparisoma chrysopterum,4,36,53,53,48,,,,,,,,,,,,,,,,
2804,FKM08080103,Haemulon parra,1,24,,,,,,,,,,,,,,,,,,,
2805,FKM08080104,Acanthostracion quadricornis,1,150,,,,,,,,,,,,,,,,,,,
2806,FKM08080104,Eucinostomus gula,5,51,64,52,64,57,,,,,,,,,,,,,,,
2807,FKM08080104,Monacanthus ciliatus,2,40,38,,,,,,,,,,,,,,,,,,
2808,FKM08080104,Eucinostomus harengulus,1,71,,,,,,,,,,,,,,,,,,,
2809,FKM08080104,Haemulon sciurus,8,61,46,51,45,43,45,45,47,,,,,,,,,,,,
2810,FKM08080104,Haemulon plumierii,4,62,48,45,40,,,,,,,,,,,,,,,,
2811,FKM08080104,Sparisoma chrysopterum,4,61,47,53,50,,,,,,,,,,,,,,,,
2812,FKM08080104,Haemulon parra,2,53,21,,,,,,,,,,,,,,,,,,
2813,FKM08080104,Bathygobius spp.,1,20,,,,,,,,,,,,,,,,,,,
2814,FKM08080105,Acanthostracion quadricornis,1,148,,,,,,,,,,,,,,,,,,,
2815,FKM08080105,Strongylura notata,2,158,105,,,,,,,,,,,,,,,,,,
2816,FKM08080105,Ocyurus chrysurus,2,37,37,,,,,,,,,,,,,,,,,,
2817,FKM08080105,Opsanus beta,1,108,,,,,,,,,,,,,,,,,,,
2818,FKM08080105,Lutjanus apodus,3,72,62,54,,,,,,,,,,,,,,,,,
2819,FKM08080105,Eucinostomus gula,4,63,55,48,56,,,,,,,,,,,,,,,,
2820,FKM08080105,Nicholsina usta,1,78,,,,,,,,,,,,,,,,,,,
2821,FKM08080105,Sparisoma chrysopterum,2,61,62,,,,,,,,,,,,,,,,,,
2822,FKM08080105,Monacanthus ciliatus,2,53,47,,,,,,,,,,,,,,,,,,
2823,FKM08080105,Stephanolepis hispidus,1,38,,,,,,,,,,,,,,,,,,,
2824,FKM08080105,Haemulon plumierii,1,41,,,,,,,,,,,,,,,,,,,
2825,FKM08080105,Syngnathus floridae,1,121,,,,,,,,,,,,,,,,,,,
2826,FKM08080105,Haemulon parra,3,37,35,44,,,,,,,,,,,,,,,,,
2827,FKM08080106,Acanthostracion quadricornis,1,133,,,,,,,,,,,,,,,,,,,
2828,FKM08080106,Haemulon sciurus,37,40,30,45,41,68,50,28,23,22,20,,,,,,,,,,
2829,FKM08080106,Lutjanus griseus,1,230,,,,,,,,,,,,,,,,,,,
2830,FKM08080106,Hypoatherina harringtonensis,6,20,25,30,24,20,26,,,,,,,,,,,,,,
2831,FKM08080106,Sphoeroides spengleri,1,38,,,,,,,,,,,,,,,,,,,
2832,FKM08080106,Sphyraena barracuda,1,113,,,,,,,,,,,,,,,,,,,
2833,FKM08080106,Monacanthus ciliatus,10,45,58,57,38,47,31,35,40,40,39,,,,,,,,,,
2834,FKM08080106,Haemulon parra,9,19,47,46,44,33,35,45,32,22,,,,,,,,,,,
2835,FKM08080106,Haemulon plumierii,61,52,47,56,57,40,45,58,50,52,54,,,,,,,,,,
2836,FKM08080106,Eucinostomus gula,1,65,,,,,,,,,,,,,,,,,,,
2837,FKM08080106,Lagodon rhomboides,3,101,93,75,,,,,,,,,,,,,,,,,
2838,FKM08080106,Sparisoma chrysopterum,4,58,53,47,25,,,,,,,,,,,,,,,,
2839,FKM08080106,Hippocampus zosterae,1,23,,,,,,,,,,,,,,,,,,,
2840,FKM08080106,Eucinostomus spp.,2,20,32,,,,,,,,,,,,,,,,,,
2841,FKM08080106,Haemulon flavolineatum,7,55,23,37,36,38,37,40,,,,,,,,,,,,,
2842,FKM08080106,Scarus taeniopterus,2,31,28,,,,,,,,,,,,,,,,,,
2843,FKM08080106,Coryphopterus glaucofraenum,1,32,,,,,,,,,,,,,,,,,,,
2844,FKM08080107,Lutjanus griseus,2,185,121,,,,,,,,,,,,,,,,,,
2845,FKM08080107,Acanthostracion quadricornis,1,130,,,,,,,,,,,,,,,,,,,
2846,FKM08080107,Lutjanus analis,1,98,,,,,,,,,,,,,,,,,,,
2847,FKM08080107,Eucinostomus gula,7,52,64,50,68,60,55,48,,,,,,,,,,,,,
2848,FKM08080107,Haemulon plumierii,40,43,42,49,38,44,48,39,30,50,45,,,,,,,,,,
2849,FKM08080107,Haemulon sciurus,3,30,28,43,,,,,,,,,,,,,,,,,
2850,FKM08080107,Sparisoma chrysopterum,8,74,62,51,55,54,50,58,50,,,,,,,,,,,,
2851,FKM08080107,Eucinostomus spp.,3,17,25,22,,,,,,,,,,,,,,,,,
2852,FKM08080107,Atherinomorus stipes,3,30,32,30,,,,,,,,,,,,,,,,,
2853,FKM08080108,Chriodorus atherinoides,6,121,96,100,98,95,91,,,,,,,,,,,,,,
2854,FKM08080108,Eucinostomus gula,6,59,40,58,44,45,41,,,,,,,,,,,,,,
2855,FKM08080108,Harengula jaguana,20,61,42,45,50,55,46,44,43,58,55,,,,,,,,,,
2856,FKM08080108,Eucinostomus spp.,62,22,25,20,21,33,27,25,30,25,25,,,,,,,,,,
2857,FKM08080108,Strongylura notata,1,97,,,,,,,,,,,,,,,,,,,
2858,FKM08080108,Syngnathus scovelli,1,104,,,,,,,,,,,,,,,,,,,
2859,FKM08080108,Lucania parva,4,31,25,32,25,,,,,,,,,,,,,,,,
2860,FKM08080108,Lutjanus griseus,1,28,,,,,,,,,,,,,,,,,,,
2861,FKM08080108,Haemulon parra,5,45,29,41,40,44,,,,,,,,,,,,,,,
2862,FKM08080108,Archosargus rhomboidalis,11,72,65,72,60,74,57,65,68,80,55,,,,,,,,,,
2863,FKM08080108,Haemulon plumierii,6,48,40,34,47,42,39,,,,,,,,,,,,,,
2864,FKM08080108,Sparisoma chrysopterum,4,42,61,64,56,,,,,,,,,,,,,,,,
2865,FKM08080108,Syngnathus scovelli,1,90,,,,,,,,,,,,,,,,,,,
2866,FKM08080108,Haemulon flavolineatum,1,24,,,,,,,,,,,,,,,,,,,
2867,FKM08080108,Lagodon rhomboides,2,80,16,,,,,,,,,,,,,,,,,,
2868,FKM08080108,Lutjanus apodus,1,67,,,,,,,,,,,,,,,,,,,
2869,FKM08080108,Haemulon sciurus,10,50,48,36,42,43,50,58,35,40,33,,,,,,,,,,
2870,FKM08080108,Haemulon chrysargyreum,1,68,,,,,,,,,,,,,,,,,,,
2871,FKM08080109,Aluterus scriptus,1,110,,,,,,,,,,,,,,,,,,,
2872,FKM08080109,Sparisoma chrysopterum,7,55,63,33,48,46,44,40,,,,,,,,,,,,,
2873,FKM08080109,Nicholsina usta,1,60,,,,,,,,,,,,,,,,,,,
2874,FKM08080109,Eucinostomus gula,1,55,,,,,,,,,,,,,,,,,,,
2875,FKM08080109,Monacanthus ciliatus,1,42,,,,,,,,,,,,,,,,,,,
2876,FKM08080109,Atherinomorus stipes,7,21,20,25,30,28,20,22,,,,,,,,,,,,,
2877,FKM08080109,Monacanthus ciliatus,7,46,55,52,52,40,48,37,,,,,,,,,,,,,
2878,FKM08080109,Haemulon plumierii,23,37,48,47,60,61,46,50,40,39,46,,,,,,,,,,
2879,FKM08080109,Scarus taeniopterus,2,37,34,,,,,,,,,,,,,,,,,,
2880,FKM08080109,Ocyurus chrysurus,5,38,41,73,51,33,,,,,,,,,,,,,,,
2881,FKM08080109,Stephanolepis hispidus,1,22,,,,,,,,,,,,,,,,,,,
2882,FKM08080109,Lutjanus griseus,1,123,,,,,,,,,,,,,,,,,,,
2883,FKM08080109,Lachnolaimus maximus,1,63,,,,,,,,,,,,,,,,,,,
2884,FKM08080109,Syngnathus floridae,1,105,,,,,,,,,,,,,,,,,,,
2885,FKM08080109,Haemulon sciurus,1,43,,,,,,,,,,,,,,,,,,,
2886,FKM08080110,Archosargus rhomboidalis,1,165,,,,,,,,,,,,,,,,,,,
2887,FKM08080110,Monacanthus ciliatus,2,47,40,,,,,,,,,,,,,,,,,,
2888,FKM08080110,Eucinostomus gula,3,82,79,51,,,,,,,,,,,,,,,,,
2889,FKM08080110,Sphoeroides spengleri,2,72,60,,,,,,,,,,,,,,,,,,
2890,FKM08080110,Stephanolepis hispidus,6,45,45,35,51,43,34,,,,,,,,,,,,,,
2891,FKM08080110,Lactophrys trigonus,1,71,,,,,,,,,,,,,,,,,,,
2892,FKM08080110,Nicholsina usta,1,94,,,,,,,,,,,,,,,,,,,
2893,FKM08080110,Bathygobius soporator,2,32,40,,,,,,,,,,,,,,,,,,
2894,FKM08080110,Haemulon plumierii,7,40,43,34,51,43,41,45,,,,,,,,,,,,,
2895,FKM08080110,Sparisoma chrysopterum,2,56,40,,,,,,,,,,,,,,,,,,
2896,FKM08080110,Syngnathus floridae,1,128,,,,,,,,,,,,,,,,,,,
2897,FKM08080110,Haemulon sciurus,1,26,,,,,,,,,,,,,,,,,,,
2898,FKM08090101,Eucinostomus spp.,7,38,36,38,32,35,36,39,,,,,,,,,,,,,
2899,FKM08090101,Lucania parva,4,27,29,21,31,,,,,,,,,,,,,,,,
2900,FKM08090101,Floridichthys carpio,6,25,20,26,27,21,23,,,,,,,,,,,,,,
2901,FKM08090101,Eucinostomus gula,9,45,42,41,40,51,48,44,41,41,,,,,,,,,,,
2902,FKM08090101,Lutjanus griseus,11,32,26,51,52,31,61,47,28,52,27,38,,,,,,,,,
2903,FKM08090101,Lutjanus analis,1,19,,,,,,,,,,,,,,,,,,,
2904,FKM08090101,Farfantepenaeus duorarum,1,12,,,,,,,,,,,,,,,,,,,
2905,FKM08090101,Acanthurus chirurgus,1,27,,,,,,,,,,,,,,,,,,,
2906,FKM08090101,Haemulon parra,1,32,,,,,,,,,,,,,,,,,,,
2907,FKM08090102,Bathygobius soporator,2,31,21,,,,,,,,,,,,,,,,,,
2908,FKM08090102,Eucinostomus gula,5,46,62,52,50,44,,,,,,,,,,,,,,,
2909,FKM08090102,Bathygobius spp.,1,18,,,,,,,,,,,,,,,,,,,
2910,FKM08090102,Eucinostomus spp.,4,38,39,31,35,,,,,,,,,,,,,,,,
2911,FKM08090102,Floridichthys carpio,1,28,,,,,,,,,,,,,,,,,,,
2912,FKM08090102,Lutjanus synagris,1,38,,,,,,,,,,,,,,,,,,,
2913,FKM08090102,Farfantepenaeus duorarum,2,14,11,,,,,,,,,,,,,,,,,,
2914,FKM08090103,Acanthostracion quadricornis,3,163,146,151,,,,,,,,,,,,,,,,,
2915,FKM08090103,Lutjanus synagris,1,38,,,,,,,,,,,,,,,,,,,
2916,FKM08090103,Ostraciidae spp.,1,14,,,,,,,,,,,,,,,,,,,
2917,FKM08090104,Harengula jaguana,52,64,64,58,57,67,54,62,60,64,61,,,,,,,,,,
2918,FKM08090104,Sardinella aurita,1,102,,,,,,,,,,,,,,,,,,,
2919,FKM08090104,Sardinella aurita,5,111,129,117,108,119,,,,,,,,,,,,,,,
2920,FKM08090104,Sparisoma viride,2,37,32,,,,,,,,,,,,,,,,,,
2921,FKM08090104,Eucinostomus spp.,1,17,,,,,,,,,,,,,,,,,,,
2922,FKM08090104,Lutjanus griseus,3,27,26,36,,,,,,,,,,,,,,,,,
2923,FKM08090104,Scaridae spp.,1,21,,,,,,,,,,,,,,,,,,,
2924,FKM08090105,Archosargus rhomboidalis,1,136,,,,,,,,,,,,,,,,,,,
2925,FKM08090105,Sparisoma rubripinne,6,65,65,72,68,58,62,,,,,,,,,,,,,,
2926,FKM08090105,Haemulon plumierii,74,41,36,38,44,41,50,47,40,39,36,,,,,,,,,,
2927,FKM08090105,Anchoa mitchilli,94,33,28,31,28,29,31,33,34,33,25,,,,,,,,,,
2928,FKM08090105,Harengula jaguana,1,36,,,,,,,,,,,,,,,,,,,
2929,FKM08090105,Lutjanus griseus,5,72,55,62,64,59,,,,,,,,,,,,,,,
2930,FKM08090105,Ocyurus chrysurus,1,68,,,,,,,,,,,,,,,,,,,
2931,FKM08090105,Lutjanus apodus,1,76,,,,,,,,,,,,,,,,,,,
2932,FKM08090105,Lutjanus synagris,1,75,,,,,,,,,,,,,,,,,,,
2933,FKM08090105,Sparisoma viride,10,61,51,42,78,71,68,65,74,70,44,,,,,,,,,,
2934,FKM08090105,Sparisoma chrysopterum,1,58,,,,,,,,,,,,,,,,,,,
2935,FKM08090105,Haemulon striatum,1,24,,,,,,,,,,,,,,,,,,,
2936,FKM08090106,Hippocampus zosterae,1,23,,,,,,,,,,,,,,,,,,,
2937,FKM08090106,Monacanthus ciliatus,1,51,,,,,,,,,,,,,,,,,,,
2938,FKM08090106,Eucinostomus spp.,1,18,,,,,,,,,,,,,,,,,,,
2939,FKM08090106,Strongylura notata,1,90,,,,,,,,,,,,,,,,,,,
2940,FKM08090106,Lagodon rhomboides,1,104,,,,,,,,,,,,,,,,,,,
2941,FKM08090106,Eucinostomus harengulus,1,78,,,,,,,,,,,,,,,,,,,
2942,FKM08090106,Stephanolepis hispidus,1,28,,,,,,,,,,,,,,,,,,,
2943,FKM08090107,Eucinostomus spp.,125,20,22,12,16,16,20,18,16,19,16,,,,,,,,,,
2944,FKM08090108,Eucinostomus gula,5,49,49,59,50,59,,,,,,,,,,,,,,,
2945,FKM08090108,Strongylura notata,1,164,,,,,,,,,,,,,,,,,,,
2946,FKM08090108,Lutjanus griseus,9,49,51,54,54,53,51,31,37,39,,,,,,,,,,,
2947,FKM08090108,Floridichthys carpio,4,27,33,38,29,,,,,,,,,,,,,,,,
2948,FKM08090109,Ostraciidae spp.,1,9,,,,,,,,,,,,,,,,,,,
2949,FKM08090109,Bathygobius soporator,2,38,33,,,,,,,,,,,,,,,,,,
2950,FKM08090109,Syngnathus scovelli,1,77,,,,,,,,,,,,,,,,,,,
2951,FKM08090109,Sphoeroides spengleri,1,55,,,,,,,,,,,,,,,,,,,
2952,FKM08090109,Chriodorus atherinoides,1,109,,,,,,,,,,,,,,,,,,,
2953,FKM08090109,Sparisoma chrysopterum,2,46,39,,,,,,,,,,,,,,,,,,
2954,FKM08090109,Scorpaena brasiliensis,1,78,,,,,,,,,,,,,,,,,,,
2955,FKM08090109,Monacanthus ciliatus,2,51,12,,,,,,,,,,,,,,,,,,
2956,FKM08090109,Syngnathus floridae,1,102,,,,,,,,,,,,,,,,,,,
2957,FKM08090110,Syngnathus floridae,1,141,,,,,,,,,,,,,,,,,,,
2958,FKM08090110,Stephanolepis hispidus,2,46,49,,,,,,,,,,,,,,,,,,
2959,FKM08090110,Acanthostracion quadricornis,1,126,,,,,,,,,,,,,,,,,,,
2960,FKM08090110,Sparisoma chrysopterum,2,70,68,,,,,,,,,,,,,,,,,,
2961,FKM08110101,Acanthostracion quadricornis,2,135,140,,,,,,,,,,,,,,,,,,
2962,FKM08110101,Lagodon rhomboides,1,118,,,,,,,,,,,,,,,,,,,
2963,FKM08110101,Cryptotomus roseus,4,40,40,35,35,,,,,,,,,,,,,,,,
2964,FKM08110101,Sparisoma chrysopterum,1,30,,,,,,,,,,,,,,,,,,,
2965,FKM08110102,Acanthostracion quadricornis,5,140,115,117,118,123,,,,,,,,,,,,,,,
2966,FKM08110102,Lactophrys trigonus,7,95,62,65,63,45,58,66,,,,,,,,,,,,,
2967,FKM08110102,Haemulon spp.,24,18,22,18,16,17,17,18,17,17,18,,,,,,,,,,
2968,FKM08110102,Sphoeroides spengleri,1,115,,,,,,,,,,,,,,,,,,,
2969,FKM08110102,Syngnathus floridae,1,180,,,,,,,,,,,,,,,,,,,
2970,FKM08110102,Eucinostomus spp.,2,38,34,,,,,,,,,,,,,,,,,,
2971,FKM08110102,Cryptotomus roseus,1,32,,,,,,,,,,,,,,,,,,,
2972,FKM08110102,Haemulon plumierii,15,22,21,22,21,23,23,20,22,21,21,,,,,,,,,,
2973,FKM08110102,Hypoatherina harringtonensis,1,28,,,,,,,,,,,,,,,,,,,
2974,FKM08110103,Acanthostracion quadricornis,1,45,,,,,,,,,,,,,,,,,,,
2975,FKM08110103,Stephanolepis hispidus,1,60,,,,,,,,,,,,,,,,,,,
2976,FKM08110103,Sparisoma aurofrenatum,1,38,,,,,,,,,,,,,,,,,,,
2977,FKM08110103,Scarus spp.,2,18,15,,,,,,,,,,,,,,,,,,
2978,FKM08110104,Lactophrys trigonus,3,25,18,25,,,,,,,,,,,,,,,,,
2979,FKM08110104,Sphyraena barracuda,2,70,60,,,,,,,,,,,,,,,,,,
2980,FKM08110104,Eucinostomus spp.,2,15,35,,,,,,,,,,,,,,,,,,
2981,FKM08110104,Farfantepenaeus duorarum,2,15,12,,,,,,,,,,,,,,,,,,
2982,FKM08110104,Stephanolepis hispidus,2,48,45,,,,,,,,,,,,,,,,,,
2983,FKM08110104,Lutjanus synagris,1,50,,,,,,,,,,,,,,,,,,,
2984,FKM08110104,Syngnathus scovelli,2,115,120,,,,,,,,,,,,,,,,,,
2985,FKM08110104,Sparisoma spp.,1,20,,,,,,,,,,,,,,,,,,,
2986,FKM08110104,Eucinostomus gula,4,45,46,45,51,,,,,,,,,,,,,,,,
2987,FKM08110104,Sparisoma chrysopterum,2,58,38,,,,,,,,,,,,,,,,,,
2988,FKM08110104,Haemulon spp.,9,16,18,12,17,15,14,18,17,15,,,,,,,,,,,
2989,FKM08110104,Haemulon sciurus,16,22,20,25,20,21,20,20,22,21,20,,,,,,,,,,
2990,FKM08110104,Haemulon plumierii,3,28,26,23,,,,,,,,,,,,,,,,,
2991,FKM08110104,Haemulon parra,1,22,,,,,,,,,,,,,,,,,,,
2992,FKM08110104,Anchoa hepsetus,1,33,,,,,,,,,,,,,,,,,,,
2993,FKM08110104,Syngnathus floridae,1,153,,,,,,,,,,,,,,,,,,,
2994,FKM08110105,Strongylura notata,3,120,85,75,,,,,,,,,,,,,,,,,
2995,FKM08110105,Stephanolepis hispidus,1,28,,,,,,,,,,,,,,,,,,,
2996,FKM08110105,Lactophrys trigonus,1,68,,,,,,,,,,,,,,,,,,,
2997,FKM08110105,Sparisoma chrysopterum,3,28,48,25,,,,,,,,,,,,,,,,,
2998,FKM08110105,Sparisoma spp.,1,18,,,,,,,,,,,,,,,,,,,
2999,FKM08110105,Cryptotomus roseus,1,21,,,,,,,,,,,,,,,,,,,
3000,FKM08110105,Syngnathus scovelli,1,80,,,,,,,,,,,,,,,,,,,
3001,FKM08110105,Bathygobius soporator,1,26,,,,,,,,,,,,,,,,,,,
3002,FKM08110105,Lutjanus apodus,1,30,,,,,,,,,,,,,,,,,,,
3003,FKM08110105,Bothus ocellatus,1,28,,,,,,,,,,,,,,,,,,,
3004,FKM08110106,Acanthostracion quadricornis,1,130,,,,,,,,,,,,,,,,,,,
3005,FKM08110106,Sphyraena barracuda,1,66,,,,,,,,,,,,,,,,,,,
3006,FKM08110106,Eucinostomus spp.,18,18,30,15,15,16,18,16,16,20,15,,,,,,,,,,
3007,FKM08110106,Eucinostomus gula,6,48,61,54,57,58,48,,,,,,,,,,,,,,
3008,FKM08110106,Syngnathus scovelli,2,115,100,,,,,,,,,,,,,,,,,,
3009,FKM08110106,Sparisoma chrysopterum,2,22,31,,,,,,,,,,,,,,,,,,
3010,FKM08110106,Eucinostomus harengulus,1,58,,,,,,,,,,,,,,,,,,,
3011,FKM08110106,Syngnathus floridae,1,110,,,,,,,,,,,,,,,,,,,
3012,FKM08110106,Hippocampus erectus,1,30,,,,,,,,,,,,,,,,,,,
3013,FKM08110107,Anchoa hepsetus,144,30,35,28,35,25,25,38,40,35,17,,,,,,,,,,
3014,FKM08110107,Harengula jaguana,2,28,28,,,,,,,,,,,,,,,,,,
3015,FKM08110107,Haemulon parra,6,27,15,15,28,36,28,,,,,,,,,,,,,,
3016,FKM08110107,Scarus taeniopterus,1,20,,,,,,,,,,,,,,,,,,,
3017,FKM08110107,Haemulon sciurus,3,45,53,60,,,,,,,,,,,,,,,,,
3018,FKM08110107,Syngnathus floridae,2,130,95,,,,,,,,,,,,,,,,,,
3019,FKM08110107,Lutjanus analis,1,30,,,,,,,,,,,,,,,,,,,
3020,FKM08110107,Haemulon plumierii,39,55,55,53,58,62,52,50,64,52,55,,,,,,,,,,
3021,FKM08110107,Sparisoma chrysopterum,22,22,68,110,58,55,53,90,95,65,75,,,,,,,,,,
3022,FKM08110107,Ocyurus chrysurus,1,35,,,,,,,,,,,,,,,,,,,
3023,FKM08110107,Acanthurus bahianus,1,35,,,,,,,,,,,,,,,,,,,
3024,FKM08110107,Sparisoma spp.,3,18,22,25,,,,,,,,,,,,,,,,,
3025,FKM08110107,Haemulon spp.,3,18,20,18,,,,,,,,,,,,,,,,,
3026,FKM08110107,Eucinostomus spp.,2,25,25,,,,,,,,,,,,,,,,,,
3027,FKM08110108,Syngnathus scovelli,1,80,,,,,,,,,,,,,,,,,,,
3028,FKM08110108,Syngnathus floridae,1,102,,,,,,,,,,,,,,,,,,,
3029,FKM08110108,Floridichthys carpio,25,27,30,45,43,40,37,43,33,40,40,,,,,,,,,,
3030,FKM08110108,Bathygobius soporator,1,35,,,,,,,,,,,,,,,,,,,
3031,FKM08110108,Sphoeroides spengleri,1,37,,,,,,,,,,,,,,,,,,,
3032,FKM08110108,Lutjanus griseus,1,40,,,,,,,,,,,,,,,,,,,
3033,FKM08110108,Sparisoma spp.,1,18,,,,,,,,,,,,,,,,,,,
3034,FKM08110108,Haemulon sciurus,1,22,,,,,,,,,,,,,,,,,,,
3035,FKM08110108,Haemulon plumierii,1,18,,,,,,,,,,,,,,,,,,,
3036,FKM08110108,Stephanolepis hispidus,1,23,,,,,,,,,,,,,,,,,,,
3037,FKM08110109,Acanthostracion quadricornis,3,115,130,125,,,,,,,,,,,,,,,,,
3038,FKM08110109,Haemulon spp.,13,20,18,20,15,20,18,18,20,18,22,,,,,,,,,,
3039,FKM08110109,Sparisoma chrysopterum,2,65,50,,,,,,,,,,,,,,,,,,
3040,FKM08110109,Syngnathus floridae,1,160,,,,,,,,,,,,,,,,,,,
3041,FKM08110109,Sparisoma spp.,1,20,,,,,,,,,,,,,,,,,,,
3042,FKM08110110,Acanthostracion quadricornis,1,120,,,,,,,,,,,,,,,,,,,
3043,FKM08110110,Sparisoma chrysopterum,3,45,55,53,,,,,,,,,,,,,,,,,
3044,FKM08110110,Sparisoma spp.,1,15,,,,,,,,,,,,,,,,,,,
3045,FKM08110110,Haemulon plumierii,5,22,70,25,80,22,,,,,,,,,,,,,,,
3046,FKM08110110,Stephanolepis hispidus,1,25,,,,,,,,,,,,,,,,,,,
3047,FKM08110110,Monacanthus ciliatus,3,60,55,60,,,,,,,,,,,,,,,,,
3048,FKM08110110,Farfantepenaeus duorarum,1,15,,,,,,,,,,,,,,,,,,,
3049,FKM08110110,Haemulon spp.,5,18,18,21,20,22,,,,,,,,,,,,,,,
3050,FKM08110110,Syngnathus floridae,1,163,,,,,,,,,,,,,,,,,,,
3051,FKM08120101,Hypoatherina harringtonensis,18,41,46,43,42,36,44,42,47,47,43,,,,,,,,,,
3052,FKM08120101,Monacanthus ciliatus,6,44,47,60,65,65,58,,,,,,,,,,,,,,
3053,FKM08120101,Ocyurus chrysurus,1,58,,,,,,,,,,,,,,,,,,,
3054,FKM08120101,Hippocampus erectus,2,60,34,,,,,,,,,,,,,,,,,,
3055,FKM08120101,Lactophrys trigonus,1,14,,,,,,,,,,,,,,,,,,,
3056,FKM08120101,Syngnathus scovelli,1,77,,,,,,,,,,,,,,,,,,,
3057,FKM08120101,Syngnathus floridae,2,51,137,,,,,,,,,,,,,,,,,,
3058,FKM08120101,Sphoeroides spengleri,1,78,,,,,,,,,,,,,,,,,,,
3059,FKM08120102,Syngnathus floridae,1,186,,,,,,,,,,,,,,,,,,,
3060,FKM08120102,Cryptotomus roseus,2,46,44,,,,,,,,,,,,,,,,,,
3061,FKM08120102,Sphoeroides spengleri,1,46,,,,,,,,,,,,,,,,,,,
3062,FKM08120103,Syngnathus scovelli,2,102,92,,,,,,,,,,,,,,,,,,
3063,FKM08120103,Panulirus argus,1,29,,,,,,,,,,,,,,,,,,,
3064,FKM08120104,Sphyraena barracuda,1,66,,,,,,,,,,,,,,,,,,,
3065,FKM08120104,Hypoatherina harringtonensis,3,38,43,40,,,,,,,,,,,,,,,,,
3066,FKM08120104,Atherinomorus stipes,43,48,44,34,41,41,40,42,48,45,39,,,,,,,,,,
3067,FKM08120104,Eucinostomus spp.,2,29,38,,,,,,,,,,,,,,,,,,
3068,FKM08120104,Haemulon sciurus,4,23,22,28,13,,,,,,,,,,,,,,,,
3069,FKM08120104,Syngnathus floridae,3,189,131,110,,,,,,,,,,,,,,,,,
3070,FKM08120104,Strongylura notata,1,50,,,,,,,,,,,,,,,,,,,
3071,FKM08120104,Haemulon parra,1,16,,,,,,,,,,,,,,,,,,,
3072,FKM08120104,Farfantepenaeus duorarum,1,12,,,,,,,,,,,,,,,,,,,
3073,FKM08120104,Hippocampus zosterae,1,28,,,,,,,,,,,,,,,,,,,
3074,FKM08120104,Syngnathus scovelli,1,94,,,,,,,,,,,,,,,,,,,
3075,FKM08120105,Callinectes sapidus,1,61,,,,,,,,,,,,,,,,,,,
3076,FKM08120105,Syngnathus scovelli,3,96,91,100,,,,,,,,,,,,,,,,,
3077,FKM08120105,Acanthostracion quadricornis,1,38,,,,,,,,,,,,,,,,,,,
3078,FKM08120105,Syngnathus floridae,2,99,120,102,,,,,,,,,,,,,,,,,
3079,FKM08120105,Lactophrys trigonus,1,34,,,,,,,,,,,,,,,,,,,
